                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW                Rain    Heat    Cool    In     In    In     In    Temp   Temp    Hum    Hum  Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index   Bar    Rain  Rate    D-D     D-D    Temp   Hum    Dew   Heat    2nd    3rd    2nd    3rd  Samp   Tx   Recept  Int.
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
28/05/24 12:30a   -4.0   -3.3   -4.1    92   -5.1   3.2   WSW   1.61   8.0   WSW   -4.9   -4.1   -5.0  1000.9  0.00   0.0   0.465   0.000   18.8    21   -4.0   16.1    ---    ---    ---    ---   682    1     99.7   30 
28/05/24  1:00a   -4.1   -3.9   -4.3    92   -5.2   1.6   WSW   0.80   4.8   WSW   -4.1   -4.1   -4.1  1000.5  0.00   0.0   0.466   0.000   18.8    21   -4.0   16.0    ---    ---    ---    ---   681    1     99.6   30 
28/05/24  1:30a   -4.2   -3.9   -4.2    91   -5.4   3.2   WSW   1.61   8.0   WSW   -5.2   -4.2   -5.2  1000.3  0.00   0.0   0.469   0.000   18.8    21   -4.0   16.0    ---    ---    ---    ---   678    1     99.1   30 
28/05/24  2:00a   -4.0   -3.7   -4.4    91   -5.3   3.2   WSW   1.61   8.0   WSW   -4.9   -4.1   -5.0  1000.3  0.00   0.0   0.465   0.000   18.7    21   -4.1   15.9    ---    ---    ---    ---   670    1     98.0   30 
28/05/24  2:30a   -4.2   -4.0   -4.2    91   -5.5   0.0   WSW   0.00   3.2   WSW   -4.2   -4.3   -4.3  1000.3  0.00   0.0   0.470   0.000   18.6    20   -4.9   15.8    ---    ---    ---    ---   675    1     98.7   30 
28/05/24  3:00a   -5.1   -4.2   -5.3    91   -6.3   3.2   WSW   1.61   8.0   WSW   -6.1   -5.1   -6.2   999.9  0.00   0.0   0.487   0.000   18.6    20   -4.9   15.8    ---    ---    ---    ---   682    1     99.7   30 
28/05/24  3:30a   -4.8   -4.7   -5.2    91   -6.1   1.6   WSW   0.80   4.8   WSW   -4.8   -4.9   -4.9   999.7  0.00   0.0   0.483   0.000   18.5    20   -4.9   15.7    ---    ---    ---    ---   683    1     99.9   30 
28/05/24  4:00a   -4.7   -4.7   -5.0    91   -6.0   1.6   WSW   0.80   6.4   WSW   -4.7   -4.8   -4.8   999.3  0.00   0.0   0.480   0.000   18.5    20   -4.9   15.7    ---    ---    ---    ---   681    1     99.6   30 
28/05/24  4:30a   -5.8   -4.7   -5.8    90   -7.2   1.6   WSW   0.80   6.4   WSW   -5.8   -5.8   -5.8   999.4  0.00   0.0   0.502   0.000   18.4    19   -5.7   15.6    ---    ---    ---    ---   675    1     98.7   30 
28/05/24  5:00a   -5.6   -5.3   -5.8    91   -6.8   1.6   WSW   0.80   6.4   WSW   -5.6   -5.7   -5.7   998.9  0.00   0.0   0.499   0.000   18.3    19   -5.8   15.4    ---    ---    ---    ---   666    1     97.4   30 
28/05/24  5:30a   -5.9   -5.6   -6.1    90   -7.3   1.6   WSW   0.80   6.4   WSW   -5.9   -6.0   -6.0   999.0  0.00   0.0   0.506   0.000   18.3    19   -5.8   15.4    ---    ---    ---    ---   679    1     99.3   30 
28/05/24  6:00a   -6.1   -5.9   -6.2    90   -7.4   1.6   WSW   0.80   4.8   WSW   -6.1   -6.1   -6.1   998.9  0.00   0.0   0.508   0.000   18.2    19   -5.8   15.4    ---    ---    ---    ---   667    1     97.5   30 
28/05/24  6:30a   -6.6   -5.9   -6.7    90   -7.9   1.6   WSW   0.80   4.8   WSW   -6.6   -6.6   -6.6   998.9  0.00   0.0   0.519   0.000   18.2    19   -5.8   15.4    ---    ---    ---    ---   683    1     99.9   30 
28/05/24  7:00a   -6.6   -6.4   -6.8    90   -7.9   1.6   WSW   0.80   4.8   WSW   -6.6   -6.6   -6.6   998.9  0.00   0.0   0.519   0.000   18.1    18   -6.6   15.2    ---    ---    ---    ---   666    1     97.4   30 
28/05/24  7:30a   -6.9   -6.6   -7.1    90   -8.3   1.6   WSW   0.80   4.8   WSW   -6.9   -7.0   -7.0   998.9  0.00   0.0   0.527   0.000   17.9    18   -6.8   15.1    ---    ---    ---    ---   675    1     98.7   30 
28/05/24  8:00a   -7.0   -6.9   -7.2    89   -8.5   1.6   WSW   0.80   3.2   WSW   -7.0   -7.1   -7.1   999.0  0.00   0.0   0.528   0.000   17.9    18   -6.8   15.1    ---    ---    ---    ---   668    1     97.7   30 
28/05/24  8:30a   -6.8   -6.8   -7.3    90   -8.2   1.6   WSW   0.80   6.4   WSW   -6.8   -6.9   -6.9   998.8  0.00   0.0   0.524   0.000   17.8    18   -6.8   14.9    ---    ---    ---    ---   668    1     97.7   30 
28/05/24  9:00a   -6.7   -6.7   -7.1    89   -8.2   1.6   WSW   0.80   4.8   WSW   -6.7   -6.7   -6.7   998.6  0.00   0.0   0.521   0.000   17.8    18   -6.9   14.9    ---    ---    ---    ---   681    1     99.6   30 
28/05/24  9:30a   -7.1   -6.6   -7.2    88   -8.8   1.6   WSW   0.80   6.4   WSW   -7.1   -7.2   -7.2   998.4  0.00   0.0   0.530   0.000   17.7    18   -7.0   14.8    ---    ---    ---    ---   670    1     98.0   30 
28/05/24 10:00a   -6.9   -6.9   -7.2    88   -8.6   1.6   WSW   0.80   4.8   WSW   -6.9   -7.0   -7.0   998.5  0.00   0.0   0.527   0.000   17.6    18   -7.1   14.7    ---    ---    ---    ---   667    1     97.5   30 
28/05/24 10:30a   -6.8   -6.7   -6.9    88   -8.5   1.6   WSW   0.80   4.8   WSW   -6.8   -6.9   -6.9   998.1  0.00   0.0   0.524   0.000   17.5    18   -7.1   14.7    ---    ---    ---    ---   673    1     98.4   30 
28/05/24 11:00a   -6.8   -6.5   -6.8    88   -8.5   1.6   WSW   0.80   4.8   WSW   -6.8   -6.9   -6.9   998.0  0.00   0.0   0.524   0.000   17.5    18   -7.1   14.7    ---    ---    ---    ---   679    1     99.3   30 
28/05/24 11:30a   -6.2   -6.2   -6.8    89   -7.7   1.6   WSW   0.80   4.8   WSW   -6.2   -6.3   -6.3   998.0  0.00   0.0   0.512   0.000   17.5    17   -7.9   14.6    ---    ---    ---    ---   676    1     98.8   30 
28/05/24 12:00p   -5.1   -5.1   -6.2    90   -6.4   1.6   WSW   0.80   4.8   WSW   -5.1   -5.1   -5.1   997.6  0.00   0.0   0.487   0.000   17.5    18   -7.1   14.7    ---    ---    ---    ---   682    1     99.7   30 
28/05/24 12:30p   -3.9   -3.9   -5.1    90   -5.3   0.0   WSW   0.00   4.8   WSW   -3.9   -3.9   -3.9   996.9  0.00   0.0   0.463   0.000   17.5    18   -7.1   14.7    ---    ---    ---    ---   685    1    100.0   30 
28/05/24  1:00p   -2.4   -2.4   -3.9    91   -3.7   0.0   WSW   0.00   3.2   WSW   -2.4   -2.5   -2.5   996.3  0.00   0.0   0.433   0.000   18.1    18   -6.7   15.2    ---    ---    ---    ---   681    1     99.6   30 
28/05/24  1:30p   -1.7   -1.7   -2.4    91   -2.9   1.6   WSW   0.80   3.2   WSW   -1.7   -1.8   -1.8   996.1  0.00   0.0   0.417   0.000   17.8    18   -6.8   14.9    ---    ---    ---    ---   683    1     99.9   30 
28/05/24  2:00p   -1.3   -1.3   -1.7    91   -2.6   0.0   WSW   0.00   1.6   WSW   -1.3   -1.4   -1.4   995.6  0.00   0.0   0.409   0.000   17.7    19   -6.3   14.8    ---    ---    ---    ---   686    1    100.0   30 
28/05/24  2:30p   -0.3   -0.3   -1.3    92   -1.4   1.6   ESE   0.80   6.4   ESE   -0.3   -0.3   -0.3   995.1  0.00   0.0   0.388   0.000   17.7    19   -6.3   14.8    ---    ---    ---    ---   687    1    100.0   30 
28/05/24  3:00p    0.4    0.4   -0.3    92   -0.7   1.6   SSE   0.80   4.8     E    0.4    0.4    0.4   994.6  0.00   0.0   0.373   0.000   17.8    19   -6.2   14.9    ---    ---    ---    ---   695    1    100.0   30 
28/05/24  3:30p    0.9    0.9    0.4    91   -0.4   3.2    SE   1.61  11.3     E    0.4    0.8    0.3   994.0  0.00   0.0   0.362   0.000   17.8    20   -5.5   15.0    ---    ---    ---    ---   691    1    100.0   30 
28/05/24  4:00p    0.8    0.9    0.8    91   -0.5   3.2   WNW   1.61   8.0   WNW    0.3    0.7    0.2   993.5  0.00   0.0   0.365   0.000   17.8    20   -5.5   15.1    ---    ---    ---    ---   690    1    100.0   30 
28/05/24  4:30p    0.8    0.8    0.8    91   -0.5   1.6    SE   0.80   4.8    SW    0.8    0.7    0.7   993.2  0.00   0.0   0.365   0.000   17.8    20   -5.5   15.1    ---    ---    ---    ---   689    1    100.0   30 
28/05/24  5:00p    0.7    0.8    0.7    92   -0.5   1.6   WSW   0.80   6.4     W    0.7    0.6    0.6   993.0  0.00   0.0   0.368   0.000   17.8    21   -4.8   15.1    ---    ---    ---    ---   692    1    100.0   30 
28/05/24  5:30p    0.5    0.7    0.5    92   -0.6   1.6   WNW   0.80   4.8   NNW    0.5    0.4    0.4   993.0  0.00   0.0   0.372   0.000   17.8    21   -4.9   15.1    ---    ---    ---    ---   690    1    100.0   30 
28/05/24  6:00p    0.4    0.5    0.4    92   -0.7   1.6   NNW   0.80   3.2   NNW    0.4    0.4    0.4   992.5  0.00   0.0   0.373   0.000   17.8    21   -4.9   15.1    ---    ---    ---    ---   695    1    100.0   30 
28/05/24  6:30p    0.3    0.4    0.3    92   -0.9   1.6   ESE   0.80   4.8    SE    0.3    0.2    0.2   991.7  0.00   0.0   0.376   0.000   17.8    22   -4.2   15.1    ---    ---    ---    ---   694    1    100.0   30 
28/05/24  7:00p    0.4    0.4    0.3    92   -0.7   1.6   WNW   0.80   4.8   WNW    0.4    0.4    0.4   991.3  0.00   0.0   0.373   0.000   17.8    22   -4.2   15.2    ---    ---    ---    ---   690    1    100.0   30 
28/05/24  7:30p    1.2    1.2    0.4    91   -0.1   3.2     E   1.61  14.5     E    0.7    1.1    0.6   991.0  0.00   0.0   0.358   0.000   17.8    22   -4.2   15.2    ---    ---    ---    ---   691    1    100.0   30 
28/05/24  8:00p    1.1    1.2    1.0    91   -0.2   1.6     E   0.80   8.0    SE    1.1    1.0    1.0   990.6  0.00   0.0   0.359   0.000   18.1    22   -4.0   15.4    ---    ---    ---    ---   694    1    100.0   30 
28/05/24  8:30p    0.8    1.1    0.8    91   -0.5   3.2   ESE   1.61   8.0   ENE    0.3    0.7    0.2   989.9  0.00   0.0   0.365   0.000   18.7    23   -2.9   16.0    ---    ---    ---    ---   691    1    100.0   30 
28/05/24  9:00p    0.8    0.8    0.8    91   -0.5   3.2   ESE   1.61   6.4   ESE    0.3    0.7    0.2   989.4  0.00   0.0   0.366   0.000   19.2    24   -1.9   16.6    ---    ---    ---    ---   692    1    100.0   30 
28/05/24  9:30p    0.8    0.8    0.8    91   -0.5   1.6   ESE   0.80   4.8     E    0.8    0.7    0.7   989.0  0.00   0.0   0.366   0.000   19.4    24   -1.7   16.7    ---    ---    ---    ---   690    1    100.0   30 
28/05/24 10:00p    0.8    0.8    0.8    91   -0.5   1.6     W   0.80   4.8     W    0.8    0.7    0.7   988.6  0.00   0.0   0.366   0.000   19.4    24   -1.7   16.7    ---    ---    ---    ---   694    1    100.0   30 
28/05/24 10:30p    0.7    0.8    0.7    91   -0.6   0.0     W   0.00   1.6     W    0.7    0.6    0.6   988.0  0.00   0.0   0.368   0.000   19.4    24   -1.7   16.7    ---    ---    ---    ---   692    1    100.0   30 
28/05/24 11:00p    0.7    0.7    0.6    92   -0.5   0.0     W   0.00   3.2     W    0.7    0.6    0.6   987.5  0.00   0.0   0.368   0.000   19.4    23   -2.3   16.7    ---    ---    ---    ---   697    1    100.0   30 
28/05/24 11:30p    0.8    0.8    0.7    92   -0.4   0.0     W   0.00   1.6     W    0.8    0.7    0.7   987.1  0.00   0.0   0.366   0.000   19.4    23   -2.3   16.7    ---    ---    ---    ---   698    1    100.0   30 
29/05/24 12:00a    0.8    0.8    0.8    92   -0.3   0.0     W   0.00   1.6     W    0.8    0.7    0.7   986.6  0.00   0.0   0.365   0.000   19.3    23   -2.4   16.6    ---    ---    ---    ---   697    1    100.0   30 
29/05/24 12:30a    1.0    1.0    0.8    92   -0.2   1.6     W   0.80   4.8     W    1.0    0.9    0.9   985.8  0.00   0.0   0.361   0.000   19.1    23   -2.5   16.4    ---    ---    ---    ---   686    1    100.0   30 
29/05/24  1:00a    1.0    1.0    0.9    92   -0.2   1.6     W   0.80   3.2    NE    1.0    0.9    0.9   985.6  0.00   0.0   0.361   0.000   19.1    23   -2.5   16.4    ---    ---    ---    ---   688    1    100.0   30 
29/05/24  1:30a    0.9    1.0    0.9    92   -0.2   1.6     W   0.80   3.2     W    0.9    0.8    0.8   985.4  0.00   0.0   0.362   0.000   19.0    23   -2.6   16.3    ---    ---    ---    ---   689    1    100.0   30 
29/05/24  2:00a    0.9    1.0    0.9    93   -0.1   0.0     W   0.00   3.2     W    0.9    0.9    0.9   985.0  0.00   0.0   0.362   0.000   19.0    23   -2.6   16.3    ---    ---    ---    ---   684    1    100.0   30 
29/05/24  2:30a    0.9    0.9    0.9    93   -0.1   1.6     W   0.80   3.2     W    0.9    0.9    0.9   984.6  0.00   0.0   0.362   0.000   19.0    23   -2.6   16.3    ---    ---    ---    ---   685    1    100.0   30 
29/05/24  3:00a    1.0    1.0    0.9    93   -0.0   1.6     W   0.80   3.2     W    1.0    0.9    0.9   984.5  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   686    1    100.0   30 
29/05/24  3:30a    1.0    1.1    0.9    93   -0.0   3.2     W   1.61   6.4    SW    0.5    0.9    0.4   984.3  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   687    1    100.0   30 
29/05/24  4:00a    1.0    1.1    1.0    93   -0.0   4.8     W   2.41   6.4    NW   -0.3    0.9   -0.4   984.2  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   689    1    100.0   30 
29/05/24  4:30a    1.0    1.0    0.9    93   -0.0   3.2     W   1.61   6.4   WNW    0.5    0.9    0.4   984.0  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   691    1    100.0   30 
29/05/24  5:00a    1.0    1.0    0.9    93   -0.0   3.2     W   1.61   6.4     W    0.5    0.9    0.4   983.9  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   686    1    100.0   30 
29/05/24  5:30a    1.0    1.0    0.9    93   -0.0   3.2     W   1.61   6.4   WSW    0.5    0.9    0.4   983.7  0.00   0.0   0.361   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   682    1     99.7   30 
29/05/24  6:00a    1.0    1.0    0.9    93   -0.0   1.6   WSW   0.80   4.8   WSW    1.0    0.9    0.9   983.9  0.00   0.0   0.361   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   689    1    100.0   30 
29/05/24  6:30a    1.0    1.2    0.9    94    0.1   3.2     W   1.61   6.4     W    0.5    0.9    0.4   983.9  0.00   0.0   0.361   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   694    1    100.0   30 
29/05/24  7:00a    0.9    1.0    0.9    94    0.1   3.2     W   1.61   4.8     W    0.4    0.9    0.4   984.0  0.00   0.0   0.362   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   687    1    100.0   30 
29/05/24  7:30a    0.9    1.0    0.9    94    0.1   1.6   WSW   0.80   4.8   WSW    0.9    0.9    0.9   984.3  0.00   0.0   0.362   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   695    1    100.0   30 
29/05/24  8:00a    0.9    1.0    0.9    94    0.1   3.2     W   1.61   6.4     W    0.4    0.9    0.4   984.5  0.00   0.0   0.362   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   690    1    100.0   30 
29/05/24  8:30a    1.3    1.3    0.9    94    0.4   1.6    SW   0.80   6.4   NNW    1.3    1.2    1.2   984.9  0.00   0.0   0.355   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   696    1    100.0   30 
29/05/24  9:00a    1.7    1.7    1.3    94    0.8   4.8    NW   2.41  11.3   NNW    0.4    1.7    0.4   985.0  0.00   0.0   0.347   0.000   19.0    24   -2.1   16.3    ---    ---    ---    ---   683    1     99.9   30 
29/05/24  9:30a    1.6    1.8    1.5    93    0.6   6.4    SW   3.22  17.7    NW   -0.3    1.6   -0.3   985.8  0.00   0.0   0.348   0.000   19.0    24   -2.1   16.3    ---    ---    ---    ---   692    1    100.0   30 
29/05/24 10:00a    1.6    1.8    1.4    93    0.6   4.8     W   2.41  16.1     W    0.3    1.6    0.3   986.0  0.00   0.0   0.348   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   693    1    100.0   30 
29/05/24 10:30a    2.3    2.9    1.5    92    1.2   8.0    SW   4.02  22.5   WSW    0.0    2.3   -0.1   987.0  0.00   0.0   0.333   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   691    1    100.0   30 
29/05/24 11:00a    3.6    3.7    2.2    89    2.0  11.3   WNW   5.63  45.1   WNW    0.7    3.6    0.7   987.8  0.20   0.0   0.307   0.000   18.9    23   -2.7   16.2    ---    ---    ---    ---   693    1    100.0   30 
29/05/24 11:30a    4.0    4.1    3.6    80    0.9  17.7     W   8.85  46.7     W    0.1    3.8   -0.1   988.0  0.00   0.0   0.299   0.000   18.8    24   -2.2   16.2    ---    ---    ---    ---   694    1    100.0   30 
29/05/24 12:00p    4.2    4.2    3.9    76    0.4  17.7     W   8.85  54.7     W    0.4    4.0    0.2   988.2  0.00   0.0   0.294   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   693    1    100.0   30 
29/05/24 12:30p    3.3    4.4    3.3    82    0.6  17.7     W   8.85  48.3     W   -0.7    3.2   -0.9   989.0  0.20   0.0   0.313   0.000   18.9    24   -2.1   16.3    ---    ---    ---    ---   698    1    100.0   30 
29/05/24  1:00p    4.0    4.1    3.3    79    0.7  17.7     W   8.85  53.1   ENE    0.1    3.8   -0.1   989.1  0.40   1.8   0.299   0.000   18.8    24   -2.2   16.2    ---    ---    ---    ---   690    1    100.0   30 
29/05/24  1:30p    4.1    4.1    3.8    78    0.6  12.9     W   6.44  41.8   WSW    0.9    3.8    0.7   989.3  0.00   0.0   0.297   0.000   18.8    23   -2.8   16.1    ---    ---    ---    ---   694    1    100.0   30 
29/05/24  2:00p    4.2    4.2    4.0    77    0.5  11.3   WSW   5.63  45.1    SW    1.4    3.9    1.2   989.5  0.00   0.0   0.295   0.000   18.8    24   -2.2   16.2    ---    ---    ---    ---   696    1    100.0   30 
29/05/24  2:30p    4.2    4.2    3.9    76    0.3  12.9     E   6.44  53.1     E    1.1    3.9    0.9   989.5  0.20   0.0   0.295   0.000   18.8    24   -2.2   16.2    ---    ---    ---    ---   690    1    100.0   30 
29/05/24  3:00p    3.3    4.2    3.3    82    0.6   6.4    NE   3.22  24.1    NE    1.7    3.2    1.5   990.0  0.00   0.0   0.313   0.000   19.0    24   -2.1   16.3    ---    ---    ---    ---   691    1    100.0   30 
29/05/24  3:30p    3.5    3.6    3.3    81    0.5   4.8    SW   2.41  19.3   WNW    2.4    3.3    2.3   990.6  0.20   0.0   0.309   0.000   19.1    24   -2.0   16.4    ---    ---    ---    ---   690    1    100.0   30 
29/05/24  4:00p    3.6    3.8    3.3    80    0.5   4.8    NE   2.41  22.5     W    2.6    3.4    2.4   991.2  0.00   0.0   0.307   0.000   19.2    24   -1.9   16.6    ---    ---    ---    ---   692    1    100.0   30 
29/05/24  4:30p    3.1    3.9    3.1    83    0.4   3.2     E   1.61  22.5   NNE    2.8    2.9    2.7   992.0  0.00   0.0   0.318   0.000   19.3    24   -1.8   16.6    ---    ---    ---    ---   693    1    100.0   30 
29/05/24  5:00p    2.9    3.1    2.7    84    0.5   3.2    NW   1.61   9.7     W    2.6    2.8    2.5   992.6  0.00   0.0   0.322   0.000   19.3    24   -1.8   16.6    ---    ---    ---    ---   667    1     97.5   30 
29/05/24  5:30p    3.1    3.4    2.8    79   -0.2   4.8    SW   2.41  45.1    SW    1.9    2.9    1.8   993.2  0.00   0.0   0.318   0.000   19.3    24   -1.8   16.6    ---    ---    ---    ---   694    1    100.0   30 
29/05/24  6:00p    3.2    3.4    2.9    76   -0.6   6.4   WSW   3.22  32.2     W    1.6    3.0    1.3   993.7  0.00   0.0   0.315   0.000   19.4    24   -1.7   16.7    ---    ---    ---    ---   697    1    100.0   30 
29/05/24  6:30p    3.1    3.3    3.1    77   -0.6   9.7     E   4.83  35.4     W    0.4    2.8    0.2   995.2  0.00   0.0   0.318   0.000   19.6    23   -2.2   16.9    ---    ---    ---    ---   697    1    100.0   30 
29/05/24  7:00p    2.2    3.1    2.2    83   -0.4   4.8     W   2.41  17.7   ENE    1.0    2.1    0.9   995.8  0.20   0.0   0.336   0.000   19.8    24   -1.3   17.3    ---    ---    ---    ---   694    1    100.0   30 
29/05/24  7:30p    1.4    2.2    1.4    88   -0.3   3.2   WNW   1.61   8.0     W    1.0    1.3    0.9   996.4  0.40   1.2   0.352   0.000   20.3    24   -1.0   17.9    ---    ---    ---    ---   696    1    100.0   30 
29/05/24  8:00p    1.5    1.7    1.4    89   -0.1   3.2   SSW   1.61  19.3   ENE    1.1    1.4    1.0   997.2  0.20   0.8   0.351   0.000   20.5    25   -0.2   18.2    ---    ---    ---    ---   693    1    100.0   30 
29/05/24  8:30p    1.8    1.9    1.4    87   -0.2   4.8   ENE   2.41  22.5     E    0.5    1.7    0.4   997.8  0.00   0.0   0.345   0.000   20.6    24   -0.7   18.2    ---    ---    ---    ---   691    1    100.0   30 
29/05/24  9:00p    1.7    1.9    1.6    87   -0.3   3.2   WSW   1.61  14.5   ENE    1.3    1.6    1.2   998.7  0.20   0.0   0.347   0.000   20.7    25   -0.1   18.3    ---    ---    ---    ---   693    1    100.0   30 
29/05/24  9:30p    1.8    1.8    1.5    88    0.1   3.2   NNW   1.61   8.0    NW    1.4    1.8    1.4   999.3  0.20   0.0   0.344   0.000   20.7    24   -0.6   18.3    ---    ---    ---    ---   697    1    100.0   30 
29/05/24 10:00p    2.0    2.0    1.8    84   -0.4   8.0   ENE   4.02  33.8     N   -0.4    1.9   -0.5   999.5  0.20   0.0   0.340   0.000   20.6    24   -0.7   18.2    ---    ---    ---    ---   694    1    100.0   30 
29/05/24 10:30p    2.0    2.0    1.8    82   -0.8   9.7   ENE   4.83  32.2   SSW   -0.8    1.8   -1.0   999.9  0.40   0.0   0.340   0.000   20.5    23   -1.4   18.1    ---    ---    ---    ---   693    1    100.0   30 
29/05/24 11:00p    2.0    2.1    2.0    81   -0.9  11.3    SW   5.63  37.0   ENE   -1.2    1.8   -1.4  1000.2  0.20   0.0   0.340   0.000   20.3    23   -1.6   17.8    ---    ---    ---    ---   691    1    100.0   30 
29/05/24 11:30p    1.8    2.1    1.8    81   -1.1  12.9   WSW   6.44  41.8   WNW   -1.7    1.7   -1.9  1000.9  0.20   0.0   0.344   0.000   20.2    23   -1.6   17.8    ---    ---    ---    ---   689    1    100.0   30 
30/05/24 12:00a    1.7    1.8    1.7    81   -1.2  12.9     W   6.44  40.2   WSW   -1.9    1.5   -2.1  1001.4  0.00   0.0   0.347   0.000   20.0    22   -2.4   17.4    ---    ---    ---    ---   699    1    100.0   30 
30/05/24 12:30a    1.8    1.8    1.7    80   -1.3  11.3    SW   5.63  40.2   SSW   -1.4    1.6   -1.6  1001.7  0.20   0.0   0.345   0.000   19.9    22   -2.4   17.3    ---    ---    ---    ---   690    1    100.0   30 
30/05/24  1:00a    1.6    1.8    1.6    79   -1.6  12.9   WSW   6.44  41.8    NW   -2.0    1.4   -2.2  1002.2  0.00   0.0   0.348   0.000   19.8    22   -2.5   17.2    ---    ---    ---    ---   691    1    100.0   30 
30/05/24  1:30a    1.4    1.6    1.4    79   -1.8   9.7   WSW   4.83  29.0   ENE   -1.5    1.2   -1.7  1002.9  0.00   0.0   0.352   0.000   19.7    22   -2.6   17.1    ---    ---    ---    ---   690    1    100.0   30 
30/05/24  2:00a    1.3    1.4    1.2    81   -1.6   8.0   ENE   4.02  24.1   SSW   -1.2    1.1   -1.4  1003.5  0.00   0.0   0.355   0.000   19.7    22   -2.7   17.0    ---    ---    ---    ---   689    1    100.0   30 
30/05/24  2:30a    1.0    1.3    1.0    84   -1.4   6.4   ENE   3.22  20.9   ENE   -1.0    0.8   -1.2  1004.1  0.00   0.0   0.361   0.000   19.7    22   -2.7   17.0    ---    ---    ---    ---   691    1    100.0   30 
30/05/24  3:00a    0.9    1.3    0.9    84   -1.5   4.8   WSW   2.41  22.5    SW   -0.4    0.8   -0.6  1004.4  0.00   0.0   0.362   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   691    1    100.0   30 
30/05/24  3:30a    0.9    0.9    0.8    83   -1.6   4.8     E   2.41  24.1     E   -0.4    0.8   -0.6  1004.6  0.00   0.0   0.362   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   697    1    100.0   30 
30/05/24  4:00a    0.7    0.9    0.7    86   -1.4   3.2     W   1.61  14.5   WNW    0.2    0.6    0.1  1005.2  0.00   0.0   0.368   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   692    1    100.0   30 
30/05/24  4:30a    0.8    0.9    0.7    84   -1.6   3.2     W   1.61   8.0    NW    0.3    0.7    0.2  1005.7  0.00   0.0   0.365   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   695    1    100.0   30 
30/05/24  5:00a    1.1    1.3    0.8    78   -2.3   6.4     W   3.22  22.5   WSW   -0.9    0.9   -1.1  1005.8  0.00   0.0   0.359   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   699    1    100.0   30 
30/05/24  5:30a    1.0    1.2    0.9    77   -2.6   8.0     W   4.02  35.4   SSW   -1.6    0.8   -1.8  1006.0  0.00   0.0   0.361   0.000   19.7    23   -2.1   17.1    ---    ---    ---    ---   691    1    100.0   30 
30/05/24  6:00a    1.3    1.4    1.0    72   -3.2   9.7     W   4.83  35.4   WSW   -1.7    1.0   -1.9  1006.2  0.00   0.0   0.355   0.000   19.6    22   -2.8   16.8    ---    ---    ---    ---   693    1    100.0   30 
30/05/24  6:30a    1.4    1.4    0.9    65   -4.4   8.0     W   4.02  27.4   WNW   -1.1    1.1   -1.4  1006.8  0.00   0.0   0.352   0.000   19.6    22   -2.8   16.8    ---    ---    ---    ---   697    1    100.0   30 
30/05/24  7:00a    1.0    1.4    1.0    71   -3.7   6.4    SW   3.22  19.3     W   -1.0    0.7   -1.3  1007.3  0.00   0.0   0.361   0.000   19.4    22   -2.9   16.7    ---    ---    ---    ---   688    1    100.0   30 
30/05/24  7:30a    1.0    1.2    0.8    69   -4.1   8.0     W   4.02  27.4     W   -1.6    0.7   -1.8  1007.8  0.00   0.0   0.361   0.000   19.4    22   -2.9   16.7    ---    ---    ---    ---   697    1    100.0   30 
30/05/24  8:00a    0.8    1.0    0.8    69   -4.3   4.8     W   2.41  19.3     W   -0.6    0.5   -0.9  1008.0  0.00   0.0   0.366   0.000   19.6    22   -2.8   16.8    ---    ---    ---    ---   685    1    100.0   30 
30/05/24  8:30a    0.8    0.8    0.6    70   -4.1   6.4     W   3.22  16.1     W   -1.3    0.5   -1.6  1008.4  0.00   0.0   0.366   0.000   19.6    22   -2.8   16.8    ---    ---    ---    ---   688    1    100.0   30 
30/05/24  9:00a    0.6    0.8    0.5    72   -3.9   6.4     W   3.22  20.9    NW   -1.5    0.3   -1.8  1008.4  0.00   0.0   0.369   0.000   19.6    23   -2.2   16.9    ---    ---    ---    ---   690    1    100.0   30 
